0,1,2
r36331,r6096,0.0384615384615384
r2275,r118999,0.0055865921787709
r4486,r594,0.0074074074074074
r43315,r115124,0.5
r25022,r84,0.0044682752457551
r99395,r303,0.0063694267515923
r2083,r1387,0.0151515151515151
r75754,r19206,0.05
r46804,r3162,0.010204081632653
r3307,r1220,0.0097087378640776
r197,r37182,0.0185185185185185
r8486,r6535,0.0128205128205128
r1348,r5715,0.0066225165562913
r28644,r57309,0.1666666666666666
r3126,r21580,0.04
r5810,r8772,0.0114942528735632
r12133,r1885,0.0224719101123595
r9598,r6765,0.03125
r8986,r1820,0.0517241379310344
r40030,r29860,0.0666666666666666
r12769,r23153,0.0588235294117647
r13567,r25230,0.0172413793103448
r38577,r84,0.0009025270758122
r45035,r15201,0.0166666666666666
r102363,r13419,0.0277777777777777
r1762,r24498,0.0093023255813953
r20163,r1991,0.0112359550561797
r48,r5315,0.0028735632183908
r8457,r3476,0.0402684563758389
r2233,r2641,0.0299145299145299
r1089,r85693,0.0038167938931297
r18017,r3244,0.0192307692307692
r1139,r21757,0.0153846153846153
r50560,r41771,0.1
r1509,r13400,0.0074074074074074
r1511,r28039,0.0038167938931297
r2764,r5567,0.0042016806722689
r3162,r6417,0.0178571428571428
r25974,r278,0.0123456790123456
r14920,r2500,0.0136986301369863
r12874,r1140,0.0063897763578274
r19375,r21307,0.5
r34001,r33840,0.0454545454545454
r11671,r49954,0.0333333333333333
r2018,r21053,0.005524861878453
r21181,r4328,0.0091743119266055
r69908,r49425,1.0
r7249,r5060,0.0357142857142857
r6996,r20858,0.0147058823529411
r12714,r34427,0.0454545454545454
r34719,r3527,0.0098039215686274
r356,r52186,0.0024509803921568
r10769,r21719,0.0333333333333333
r4604,r34917,0.0178571428571428
r3819,r30681,0.0256410256410256
r7637,r48,0.0029673590504451
r501,r58836,0.0135135135135135
r2919,r28212,0.0192307692307692
r85156,r3034,0.0208333333333333
r42160,r58771,0.5
r1690,r10534,0.0048309178743961
r14546,r5103,0.0454545454545454
r4473,r656,0.0028169014084507
r3599,r66302,0.0065359477124183
r86372,r94034,0.2
r3413,r4194,0.0068493150684931
r4938,r18910,0.3333333333333333
r11648,r1254,0.0373831775700934
r8591,r2394,0.0425531914893617
r486,r12244,0.0045977011494252
r2453,r8974,0.027027027027027
r1553,r37298,0.0344827586206896
r58334,r77991,0.25
r36271,r58,0.000734214390602
r5899,r13523,0.0128205128205128
r10012,r4057,0.0212765957446808
r13599,r14451,0.0208333333333333
r22412,r35630,0.0384615384615384
r65,r6477,0.0094161958568738
r2304,r74966,0.0714285714285714
r6673,r28882,0.0222222222222222
r2097,r4374,0.0248756218905472
r14705,r2139,0.0020366598778004
r690,r36468,0.0052083333333333
r2939,r1213,0.0125786163522012
r875,r6355,0.0089285714285714
r49039,r17186,0.0555555555555555
r43747,r34402,0.25
r85899,r39454,0.5
r57384,r891,0.0033898305084745
r45287,r12259,0.025
r10256,r77331,0.0277777777777777
r14455,r4338,0.0294117647058823
r36995,r83792,0.2
r21459,r564,0.0011454753722794
r9541,r11460,0.0666666666666666
r311,r1358,0.0185185185185185
r302,r20935,0.0005184033177812
r8989,r23154,0.0555555555555555
r6376,r1987,0.0042553191489361
r14985,r3101,0.0037453183520599
r61876,r41891,1.0
r100885,r47612,0.125
r4268,r34593,0.0105633802816901
r37074,r33745,0.0625
r4425,r70067,0.024390243902439
r29,r6849,0.0105363984674329
r25635,r10355,0.0285714285714285
r31870,r802,0.0087719298245614
r1985,r19839,0.0454545454545454
r17,r73844,0.0002721088435374
r99596,r97683,0.3333333333333333
r1168,r52018,0.0069930069930069
r10464,r2833,0.0263157894736842
r69041,r52805,0.25
r40920,r12472,0.0833333333333333
r2107,r2922,0.0416666666666666
r47626,r11108,0.1
r518,r77962,0.0011655011655011
r8462,r24072,0.05
r6026,r7376,0.032258064516129
r645,r674,0.0372881355932203
r375,r19960,0.0141843971631205
r30543,r32805,0.0833333333333333
r89422,r31990,0.0769230769230769
r6059,r61170,0.125
r19033,r59020,0.03125
r18420,r9916,0.0329670329670329
r1196,r27606,0.0021097046413502
r14328,r86,0.0174418604651162
r22944,r36757,0.0909090909090909
r2955,r30348,0.0052356020942408
r22292,r2194,0.010204081632653
r2022,r15018,0.03125
r1216,r8574,0.0555555555555555
r8404,r14,0.0196078431372549
r23047,r3292,0.0138888888888888
r35213,r21595,0.125
r9814,r3646,0.05
r50584,r49328,1.0
r146,r107605,0.0038610038610038
r2571,r19987,0.0227272727272727
r3661,r21755,0.0095238095238095
r1776,r11888,0.0757575757575757
r15961,r116663,0.032258064516129
r38285,r219,0.0059880239520958
r13931,r650,0.0019960079840319
r71695,r51714,0.2
r14560,r5542,0.0066225165562913
r49470,r55622,0.5
r6036,r396,0.0212765957446808
r2931,r40457,0.1
r37079,r9531,0.0344827586206896
r3659,r947,0.0082135523613963
r62734,r23354,0.0909090909090909
r9480,r31425,0.0303030303030303
r757,r1009,0.00625
r57777,r2957,0.0153846153846153
r30490,r12764,0.0588235294117647
r1965,r5338,0.0181818181818181
r4936,r1119,0.00418410041841
r1820,r5081,0.0294117647058823
r3599,r15466,0.0062111801242236
r83365,r55569,0.1428571428571428
r19369,r1007,0.0158730158730158
r787,r1958,0.0039525691699604
r7841,r15527,0.0101010101010101
r64706,r361,0.0015337423312883
r18433,r23472,0.0714285714285714
r12890,r13196,0.0909090909090909
r5172,r84,0.0008984725965858
r3675,r13851,0.0161290322580645
r8999,r1181,0.0161290322580645
r3393,r6230,0.0238095238095238
r50241,r12961,0.037037037037037
r12505,r14155,0.0217391304347826
r29895,r11605,0.037037037037037
r128,r103,0.041343669250646
r46059,r9302,0.0434782608695652
r542,r81451,0.0012787723785166
r44454,r88213,1.0
r101885,r98031,0.5
r31908,r2136,0.1
r63229,r813,0.0041666666666666
r1983,r112499,0.0136986301369863
r14415,r6641,0.03125
r40756,r1359,0.0072992700729927
r83348,r64506,0.2
r21537,r776,0.0125
r47350,r115341,0.2
r9884,r88938,0.125
r5260,r45459,0.0138888888888888
r41378,r10766,0.0833333333333333
r29901,r19195,0.1428571428571428
r25363,r18756,0.02
r20623,r354,0.0013351134846461
r6582,r10047,0.0172413793103448
r13171,r1991,0.0113636363636363
r4499,r67819,0.0117647058823529
r28340,r2655,0.015625
r1794,r6713,0.0352941176470588
r25714,r225,0.0035087719298245
r1592,r12539,0.0109890109890109
r12085,r12892,0.0769230769230769
r696,r616,0.0216251638269986
r33230,r2024,0.009009009009009
r44556,r5097,0.0181818181818181
r19519,r16895,0.0526315789473684
r49958,r2452,0.1111111111111111
r8130,r9875,0.0178571428571428
r69672,r20596,0.3333333333333333
r1393,r44835,0.0120481927710843
r2014,r11724,0.0169491525423728
r40414,r43110,0.25
r15006,r9347,0.0377358490566037
r3393,r2617,0.0147058823529411
r2014,r37656,0.0172413793103448
r8990,r2158,0.032258064516129
r3712,r65772,0.1111111111111111
r72160,r273,0.002415458937198
r31122,r5286,0.0109890109890109
r13104,r2051,0.025
r11719,r673,0.0123456790123456
r11174,r4048,0.0113636363636363
r7075,r27802,0.0185185185185185
r61432,r3234,0.003257328990228
r12714,r1644,0.0072463768115942
r4940,r108674,0.0357142857142857
r2046,r25022,0.0208333333333333
r4481,r19089,0.0092592592592592
r54713,r1603,0.0060975609756097
r124,r6024,0.0088105726872246
r1820,r24345,0.0208333333333333
r50691,r11506,0.0434782608695652
r62869,r4320,0.0227272727272727
r83958,r46601,1.0
r55212,r518,0.0011641443538998
r49542,r15193,0.1
r2359,r23883,0.0263157894736842
r90828,r115434,1.0
r6073,r2022,0.0208333333333333
r39420,r2008,0.0348837209302325
r1324,r4246,0.0206185567010309
r37440,r21153,0.2
r101460,r22907,1.0
r99088,r58894,0.25
r4023,r75303,0.1
r6491,r112071,0.0136986301369863
r1542,r58554,0.0333333333333333
r8457,r855,0.0259740259740259
r16540,r3545,0.125
r15,r81267,0.0014858841010401
r14700,r13975,0.0224719101123595
r40158,r3231,0.0075757575757575
r20317,r8115,0.0294117647058823
r13684,r4919,0.005050505050505
r9451,r29895,0.0454545454545454
r2588,r86856,0.0227272727272727
r7841,r114806,0.010752688172043
r14551,r2979,0.0135135135135135
r72206,r47331,1.0
r8532,r119,0.0030395136778115
r15255,r116642,0.0526315789473684
r986,r21752,0.0022522522522522
r5394,r1154,0.0204081632653061
r659,r82661,0.0111111111111111
r1044,r22474,0.010204081632653
r18447,r7178,0.0413223140495867
r11720,r285,0.018348623853211
r105461,r1119,0.0021008403361344
r5638,r1784,0.0078125
r2661,r7966,0.0405405405405405
r35223,r36151,0.2
r37919,r3642,0.04
r110453,r1048,0.0833333333333333
r13832,r65719,0.0476190476190476
r120697,r6249,0.0128205128205128
r17,r87063,0.0005442176870748
r105,r26720,0.0135135135135135
r91464,r86806,1.0
r6855,r7662,0.0098039215686274
r19046,r13025,0.1
r66458,r2967,0.0064516129032258
r1152,r68495,0.0071428571428571
r39293,r33990,0.1111111111111111
r1728,r43373,0.02
r23915,r83736,1.0
r14559,r40061,0.0277777777777777
r7831,r28413,0.0263157894736842
r27886,r4299,0.0138888888888888
r48687,r2337,0.0077519379844961
r24063,r76022,0.1666666666666666
r1960,r21735,0.0182926829268292
r76239,r13633,0.2
r99701,r15740,1.0
r283,r4326,0.0285714285714285
r48176,r736,0.0014224751066856
r17453,r17943,0.1111111111111111
r748,r4169,0.0298507462686567
r322,r14464,0.0144144144144144
r59109,r35039,0.1111111111111111
r102853,r38599,0.2
r110222,r80672,1.0
r76462,r41065,0.0833333333333333
r11524,r1451,0.0120967741935483
r15869,r714,0.0109890109890109
r10295,r19687,0.05
r81766,r54,0.0091743119266055
r112968,r72406,0.3333333333333333
r2153,r86771,0.0091743119266055
r12311,r26712,0.0555555555555555
r9331,r4499,0.008695652173913
r10869,r6103,0.0333333333333333
r118307,r13580,0.1
r43166,r77080,0.5
r1701,r3514,0.0105263157894736
r53369,r3484,0.024
r75567,r14355,0.0833333333333333
r98906,r238,0.0016949152542372
r965,r2554,0.0217391304347826
r34730,r17095,1.0
r7558,r61772,0.0303030303030303
r5023,r41940,0.04
r59689,r1614,0.0061728395061728
r1179,r22244,0.0666666666666666
r5119,r78725,0.0476190476190476
r394,r14227,0.0068493150684931
r16210,r7228,0.0121951219512195
r2172,r22771,0.0068027210884353
r59269,r40090,0.25
r3008,r7885,0.0131578947368421
r650,r8321,0.0009881422924901
r5753,r3180,0.0125
r25727,r501,0.0238095238095238
r14542,r17758,0.0526315789473684
r8283,r18409,0.010204081632653
r6264,r21042,0.032258064516129
r13074,r1002,0.0120967741935483
r99084,r32548,0.1
r3377,r1146,0.015625
r2597,r46470,0.0535714285714285
r37541,r8075,0.0476190476190476
r28092,r827,0.0089285714285714
r5632,r21834,0.0294117647058823
r36498,r36591,0.1111111111111111
r1186,r951,0.0263157894736842
r19585,r233,0.05
r48941,r77149,0.2
r764,r86864,0.037037037037037
r3146,r5443,0.0238095238095238
r1002,r25356,0.0044843049327354
r1245,r86615,0.0025773195876288
r57121,r1566,0.0294117647058823
r41579,r11281,0.0666666666666666
r5658,r27325,0.0384615384615384
r16515,r3171,0.05
r51108,r2024,0.0091743119266055
r9106,r6496,0.0194174757281553
r29235,r5929,0.0172413793103448
r24676,r24028,0.0833333333333333
r24638,r29562,0.125
r20673,r101050,0.3333333333333333
r53321,r289,0.0015600624024961
r13569,r12145,0.0434782608695652
r98053,r4292,0.0095238095238095
r25151,r28802,0.0833333333333333
r23929,r4919,0.011049723756906
r34294,r55253,0.1666666666666666
r101437,r11835,0.25
r4792,r61899,0.0263157894736842
r65,r6899,0.0019960079840319
r36226,r2725,0.6666666666666666
r70832,r102415,0.3333333333333333
r1165,r75772,0.0512820512820512
r49195,r23163,0.1666666666666666
r107041,r17,0.0002721088435374
r8016,r11535,0.0085470085470085
r998,r121331,0.0163934426229508
r17059,r9805,0.1666666666666666
r21433,r14892,0.0161290322580645
r59790,r1534,0.0188679245283018
r91363,r17265,0.0384615384615384
r16895,r22315,0.0769230769230769
r10244,r11039,0.0151515151515151
r21545,r43561,0.0416666666666666
r22136,r50366,0.0833333333333333
r1794,r117,0.0151515151515151
r69691,r42766,0.1428571428571428
r12790,r46821,0.0909090909090909
r1417,r861,0.0035026269702276
r15395,r483,0.0024630541871921
r9332,r12155,0.0263157894736842
r15540,r83773,0.0526315789473684
r57563,r2338,0.0068493150684931
r51993,r21537,0.05
r17464,r57730,0.0434782608695652
r94038,r188,0.0056179775280898
r91498,r28497,0.3333333333333333
r15200,r470,0.0145985401459854
r15186,r331,0.0069444444444444
r28028,r48891,0.1111111111111111
r33330,r25145,0.0384615384615384
r931,r1124,0.0023584905660377
r12388,r6159,0.037037037037037
r50268,r102123,0.25
r39440,r70613,0.1428571428571428
r49481,r77193,0.5
r10534,r20758,0.0344827586206896
r6378,r10427,0.04
r39440,r6311,0.0178571428571428
r8074,r2200,0.0029239766081871
r7281,r16036,0.0185185185185185
r743,r96525,0.0153846153846153
r57371,r353,0.0036231884057971
r6394,r21693,0.2
r18239,r4456,0.0055865921787709
r2373,r714,0.0206185567010309
r24287,r74272,0.1
r25100,r19038,0.1428571428571428
r62658,r25442,0.3333333333333333
r21558,r25782,0.2
r12074,r1884,0.0057803468208092
r86763,r8787,0.125
r93029,r40325,0.5
r82788,r72644,1.0
r1125,r40232,0.0151515151515151
r12634,r16873,0.0465116279069767
r19164,r45600,0.125
r87013,r9572,0.0108695652173913
r14987,r2944,0.0064102564102564
r41141,r2570,0.0178571428571428
r101,r119258,0.0015797788309636
r28641,r83821,0.1111111111111111
r36711,r3217,0.0277777777777777
r302,r85405,0.0005184033177812
r780,r120297,0.0031948881789137
r5117,r45328,0.0061349693251533
r5483,r1800,0.0192307692307692
r563,r20774,0.02
r36984,r60645,0.0625
r10442,r22315,0.03125
r2921,r12066,0.0133333333333333
r12712,r8114,0.0909090909090909
r190,r6040,0.010443864229765
r9286,r39440,0.1666666666666666
r270,r54344,0.0131578947368421
r1220,r93,0.0261780104712041
r10008,r97772,0.0833333333333333
r24797,r5604,0.006578947368421
r331,r33889,0.0133333333333333
r37958,r757,0.0434782608695652
r363,r7158,0.0086505190311418
r6120,r25184,0.1818181818181818
r70342,r3198,0.125
r54136,r812,0.0188679245283018
r5474,r23254,0.0588235294117647
r105816,r496,0.0040485829959514
r55724,r45286,0.3333333333333333
r6916,r254,0.0181818181818181
r1382,r41582,0.0022172949002217
r454,r204,0.0333333333333333
r3163,r72411,0.0114942528735632
r13520,r55008,1.0
r199,r19724,0.0076335877862595
r1126,r5428,0.0035211267605633
r361,r2868,0.0176100628930817
r4258,r9589,0.1111111111111111
r1875,r3246,0.0169491525423728
r14785,r2060,0.0138888888888888
r5610,r21933,0.025
r71695,r53598,0.2
r17,r100375,0.0002721088435374
r41480,r15754,0.0689655172413793
r23996,r41415,0.1428571428571428
r1276,r56615,0.0033003300330033
r2495,r8712,0.0117647058823529
r68076,r39846,0.125
r46853,r51375,0.1428571428571428
r62659,r4189,0.1111111111111111
r98175,r2160,0.04
r12750,r26848,0.0113636363636363
r28815,r3307,0.0072463768115942
r17500,r93,0.0434782608695652
r1624,r47575,0.0072992700729927
r40902,r873,0.0020120724346076
r73790,r23844,0.5
r26342,r18197,0.0625
r18914,r38271,0.0625
r6129,r12174,0.046875
r14018,r89328,0.0232558139534883
r14704,r12160,0.04
r38118,r7009,0.032258064516129
r2165,r1140,0.0032362459546925
r8846,r254,0.015625
r30062,r268,0.0054945054945054
r24244,r13074,0.0238095238095238
r8085,r114131,0.1666666666666666
r38418,r565,0.0131578947368421
r9559,r2602,0.0066666666666666
r5542,r7669,0.0068493150684931
r1647,r44703,0.05
r1509,r36335,0.0092592592592592
r10406,r246,0.0103092783505154
r1983,r10961,0.0266666666666666
r3364,r74257,0.1428571428571428
r2185,r42885,0.008
